Actor,A_Acc,Social_diversity,Type
426827,10988572,0,Bot
426829,10469417,0.6234,Human
426832,4898784,0.6483,Bot
426834,10989142,0.5236,Bot
426835,10635940,0.232,Bot
426836,7988635,0.2788,Bot
426837,10989288,0.5004,Bot
426838,10989170,0.6931,Human
426839,10989207,0.5469,Bot
426841,10007779,0.4084,Human
426842,10989238,0.6544,Bot
426843,9142699,0,Bot
426845,8523791,0,Human
426847,7487272,0.6597,Bot
426848,10989286,0.5983,Bot
426849,10989817,0.6931,Bot
426850,10992124,0.1213,Human
426851,8498038,0,Bot
426852,10988413,0,Bot
426853,7928065,0.603,Bot
426854,10988418,0.3251,Bot
426855,10989294,0,Bot
426856,10511110,0,Bot
426857,10986213,0,Bot
426859,10990502,0,Bot
426860,10991461,0.1849,Bot
426861,10511112,0,Bot
426862,6395256,0,Bot
426863,10990517,0,Bot
426866,10511120,0,Bot
426867,10989543,0.5983,Bot
426868,10974536,0.2062,Bot
426869,10511123,0,Bot
426870,8679367,0,Bot
426871,10989604,0,Bot
426872,10943003,0.3768,Bot
426873,10511128,0,Bot
426875,10989397,0,Bot
426876,7098378,0.6931,Human
426877,10992071,0,Bot
426878,10991132,0.8853,Human
426879,9198033,0,Bot
426880,6106971,0.0277,Bot
426882,10989282,0.5402,Bot
426883,10989346,0,Bot
426884,10990038,0,Bot
426885,7155112,0.2868,Bot
426886,7519288,0,Bot
426887,10760621,0,Bot
426888,10991476,0.1914,Bot
426890,10992227,0,Bot
426891,10980125,0,Bot
426892,10980086,0,Bot
426893,10991505,0.2062,Bot
426895,10980115,0,Bot
426896,10992217,0,Bot
426897,10883276,0,Bot
426898,10992080,0,Bot
426900,10942850,0,Bot
426901,6391705,0,Bot
426902,10991449,0.4258,Bot
426904,10991460,0.1732,Bot
426905,6565071,0,Human
426906,10990805,0.3768,Bot
426907,8517101,0,Bot
426909,6205761,0,Human
426910,10157330,0,Bot
426911,10989480,0.4843,Bot
426912,10989499,0,Bot
426913,10173767,0,Human
426915,10980134,0,Bot
426916,10980165,0,Bot
426917,9593225,0,Bot
426919,10990223,0.1408,Bot
426920,8313838,0,Human
426921,9180109,1.2109,Human
426922,10990356,0.4293,Bot
426923,6109845,0.9003,Human
426924,10984876,0.061,Human
426925,9801857,0.6365,Bot
426926,10988871,0.5236,Bot
426927,10988923,0.0785,Bot
426928,10975056,0,Bot
426932,10975087,0.2237,Bot
426933,10975093,0,Bot
426934,10910394,0,Bot
426935,10991330,0,Bot
426936,10991434,0,Bot
426938,10991130,0,Human
426939,10991440,0,Bot
426940,10992878,0,Human
426943,10992675,0.0848,Bot
426944,10991436,0,Bot
426946,10992717,0.4101,Bot
426947,10990095,0.219,Bot
426948,10337350,0,Bot
426950,10990056,0.2206,Bot
426951,10989932,0.4271,Bot
426953,6878391,0.8088,Human
426956,10056022,0,Bot
426957,10989526,0.9165,Bot
426959,10965306,0.6775,Bot
426960,10056027,0,Bot
426963,10990202,0,Bot
426965,10992692,0,Bot
426966,10056025,0,Bot
426967,10990192,0,Bot
426969,10056021,0.6931,Bot
426971,10992994,1.0042,Human
426973,9401894,0.5983,Human
426974,8288515,0,Human
426975,9541392,0.6931,Human
426976,10951430,0,Bot
426977,9437182,1.1384,Human
426978,10951434,0,Bot
426979,10950149,0,Bot
426980,10951435,0,Bot
426981,10950195,0,Bot
426982,10950198,0,Bot
426983,10951438,0,Bot
426984,10950201,0,Bot
426985,10965350,0.6931,Bot
426987,10992909,0.6255,Bot
426988,10992899,0,Bot
426989,10992710,0,Bot
426990,10992895,0,Bot
426991,10993151,0.6376,Human
426992,10948070,0.3693,Bot
426993,10992876,0,Bot
426994,10992866,0.4101,Bot
426996,10992703,0,Bot
426997,10643644,1.0533,Human
426998,10672510,0,Bot
427000,10993230,1.1062,Human
427002,10977122,0.6172,Bot
427003,10991633,0.6931,Bot
427004,10672535,0,Bot
427005,10993254,1.0721,Human
427006,10886617,0.7572,Human
427009,7220193,0.4741,Bot
427010,797161,0,Human
427011,10672563,0.3768,Bot
427012,10989566,0.6365,Bot
427013,10911001,0.2338,Bot
427014,10940772,0.1732,Bot
427015,10981604,0.5799,Bot
427016,10975064,0,Bot
427017,10981598,0.7014,Bot
427018,10672584,0.3927,Bot
427019,6654094,0,Human
427020,6817349,0.9871,Human
427021,10992709,0.1327,Bot
427023,10992623,0.673,Bot
427024,6366929,0,Human
427025,10992397,0,Bot
427026,7325735,0.8018,Human
427027,10992630,0.2103,Bot
427028,10958605,0,Bot
427030,10948957,0,Human
427031,10993427,0.8037,Human
427032,10992741,0.6663,Bot
427033,10948970,0,Human
427035,10988524,0,Human
427036,10989547,0.2984,Bot
427037,10990723,0,Bot
427038,10989588,0.6616,Bot
427039,10988533,0,Human
427040,10976595,0,Bot
427041,10992544,0.5004,Bot
427043,10376188,0,Bot
427044,10989626,0,Bot
427045,10992534,0.6897,Bot
427046,10992515,0.6775,Bot
427047,10950000,0,Bot
427048,6906633,0,Bot
427049,10963343,0.689,Bot
427050,10950034,0,Bot
427054,10990796,0,Bot
427056,10950053,0,Bot
427057,10990551,0.6931,Bot
427058,10990823,0,Bot
427059,6209796,0.8659,Bot
427060,10950070,0,Human
427061,10990604,0,Bot
427062,10990851,0,Bot
427063,10990639,0,Bot
427064,9925041,0.673,Human
427065,8481938,0.6142,Human
427070,10990698,0,Bot
427071,9306556,0.5983,Human
427072,9722757,0,Bot
427073,10990080,0.4101,Bot
427076,10895664,0.673,Bot
427077,7462318,0.557,Human
427078,10990064,0,Bot
427079,10457284,0.1217,Bot
427080,10911717,0,Bot
427082,10990048,0,Bot
427083,10989154,0,Bot
427084,10911726,0,Bot
427085,10989165,0,Bot
427086,10993764,1.1984,Human
427087,10992097,0.0848,Bot
427089,10990666,0,Human
427090,10977929,0,Bot
427091,10990024,0,Bot
427092,10989189,0.1391,Bot
427093,10779182,0,Bot
427094,10989198,0,Bot
427097,10779199,0,Bot
427098,10989222,0,Bot
427099,10992104,0.536,Bot
427100,8067289,0.1584,Human
427101,10992847,0,Bot
427103,10989300,0.1914,Bot
427105,10992026,0,Human
427107,10992857,0,Bot
427108,10974595,0,Bot
427110,10268223,0,Bot
427114,10992038,0,Human
427118,7744397,1.3911,Human
427120,8144127,0.3768,Human
427122,10988814,0.4506,Human
427123,10993768,0,Bot
427126,9393820,1.5498,Human
427127,10986819,0.3642,Bot
427128,10807724,1.0436,Human
427130,10796780,0.6567,Bot
427133,10942429,0.103,Human
427135,10875584,0.7289,Bot
427138,10211978,0.6931,Bot
427139,7435712,0.673,Human
427140,10211946,0.3768,Bot
427143,7348940,0.1985,Bot
427144,6456825,1.0613,Human
427145,9135743,1.0095,Human
427147,7995515,0,Bot
427153,8288177,0,Bot
427155,4000742,0,Human
427156,7621374,0,Bot
427160,8045462,0,Bot
427162,9031466,0,Bot
427163,10994234,1.0071,Human
427164,10994195,1.2082,Human
427165,7039753,0.9557,Human
427166,7456420,0.9557,Human
427171,6866576,0,Human
427172,6869500,0.6931,Human
427173,10796838,0.687,Bot
427176,6113854,1.009,Human
427177,10796849,0.9251,Bot
427178,10692377,1.0442,Human
427179,10992301,0.4384,Bot
427180,10960688,0,Bot
427181,4471724,0,Human
427186,10992318,0.4347,Bot
427190,10949645,0,Bot
427191,10977190,0,Bot
427192,10977209,0,Bot
427193,10967032,1.3693,Human
427194,10960697,0,Bot
427200,10977205,0,Bot
427201,10450232,0,Bot
427204,10960706,0,Bot
427207,7625729,0.6159,Human
427209,10949747,0,Bot
427210,10960713,0,Bot
427211,10949767,0,Bot
427214,10856066,0,Bot
427216,10949775,0,Bot
427220,10993850,0,Human
427222,10705074,1.2711,Human
427223,10856072,0.1985,Bot
427224,10856073,0.4101,Bot
427225,10856074,0.5623,Bot
427231,10994710,1.0347,Human
427233,8081175,0.9503,Human
427236,9093134,0,Bot
427237,9321624,0.5405,Human
427242,7439855,0.2712,Human
427243,8100543,0,Bot
427248,9083952,0,Bot
427249,10856091,0,Bot
427251,9919827,1.0163,Human
427252,10856094,0.2392,Bot
427254,10856098,0,Bot
427256,8991992,0,Bot
427257,10856101,0.0922,Bot
427258,10952772,0,Bot
427261,10953382,0,Bot
427262,7139308,0,Bot
427263,7172703,0,Bot
427265,7784959,0,Bot
427267,10949214,0.708,Bot
427268,10949207,0.4101,Bot
427283,9785247,1.1685,Human
427287,10969855,0.8002,Human
427300,10933040,0,Bot
427301,8887329,1.2983,Human
427308,10994979,1.0986,Human
427309,9447474,1.2091,Human
427310,7471347,0,Bot
427311,10871395,0.6365,Human
427313,10933051,0,Bot
427314,10992250,0,Bot
427315,10994973,0,Human
427316,10994991,0.6365,Human
427319,10992296,0,Bot
427321,6459054,0.6109,Human
427322,10992325,0,Bot
427325,10970255,0.0965,Bot
427327,10994204,0,Bot
427328,10994302,0,Bot
427331,10991635,0,Human
427333,10977217,0,Bot
427334,10605368,0.2479,Human
427338,8296907,0.9304,Human
427340,10995164,0.8343,Human
427342,10995164,0.8721,Human
427345,10995164,0.845,Human
427347,9147284,0,Bot
427348,10995164,0.8657,Human
427350,10995164,0.8009,Human
427354,8036543,0,Bot
427355,7560613,0,Bot
427358,10356951,0.6365,Human
427359,10994661,0,Bot
427361,8892739,0.7589,Human
427363,10905253,0,Bot
427364,10994669,0.1075,Bot
427365,10994662,0.1391,Bot
427368,10992673,0.3768,Bot
427370,6309779,1.1493,Human
427371,10961334,0.4095,Bot
427372,10873725,0,Bot
427377,8155499,1.4459,Bot
427379,10918345,1.3131,Human
427380,10993678,0,Bot
427389,8840059,1.1239,Human
427391,10990705,0,Bot
427392,10990693,0,Bot
427394,9059094,0.8877,Human
427401,10738648,0.8357,Human
427404,10994127,0.5785,Bot
427405,7356080,1.0545,Human
427406,10994132,0.457,Bot
427407,10994139,0.5693,Bot
427409,10979066,0,Bot
427410,10979072,0,Bot
427411,7136182,0.7959,Human
427412,10979077,0,Bot
427413,10949473,0.8477,Human
427414,10979078,0,Bot
427415,7388518,1.2596,Human
427416,10251788,0,Human
427419,10978989,0,Bot
427420,10978997,0,Bot
427421,6728480,0.8271,Human
427422,10979040,0,Bot
427423,10979041,0,Bot
427426,10988512,0,Bot
427427,10988519,0,Human
427428,10988523,0,Human
427431,10988539,0.2573,Bot
427432,9768089,1.497,Human
427434,10988547,0,Human
427435,7747350,0.656,Human
427437,10988558,0,Bot
427439,7492800,1.0434,Human
427440,7093326,1.2902,Human
427443,7068886,0.4506,Human
427449,10976606,0,Bot
427451,10976917,0,Bot
427452,10976923,0.6931,Bot
427456,8337056,0.8674,Human
427458,7529477,1.2476,Human
427461,10176538,0,Human
427467,8850649,0.7919,Human
427468,7102823,1.0829,Human
427472,10982665,0,Human
427477,10515496,0.6277,Human
427479,7226023,0.6871,Human
427488,10995839,1.0889,Human
427489,10799259,0.6931,Human
427490,10813980,0,Human
427491,10813990,0,Human
427492,9974278,0.7566,Human
427493,10194492,0.6931,Human
427494,10961327,0.783,Bot
427500,10976209,0.1192,Human
427501,10993151,0.6547,Human
427502,10949475,0,Bot
427503,7554463,1.0512,Human
427504,9476447,0.5287,Human
427505,10819983,0,Human
427506,7604055,0.9472,Human
427507,10995032,0.0574,Bot
427510,10996480,0,Human
427513,9128695,0.5354,Human
427514,10677839,0,Human
427520,10264841,0,Human
427524,5816897,0,Human
427526,10996468,0.3768,Bot
427529,10996478,0.5004,Bot
427538,6878566,1.4113,Human
427541,10996767,1.2442,Human
427542,8237029,1.013,Human
427544,10823130,0,Human
427545,10622186,0.6196,Human
427554,10954728,0.4018,Bot
427555,10943897,0,Bot
427558,10954738,0.4111,Bot
427559,890876,1.125,Human
427561,8704134,0.742,Human
427565,10928452,0,Bot
427566,10928530,0,Bot
427570,7014109,1.1787,Human
427576,10976062,0.9038,Human
427577,10572983,0.8487,Human
427578,7244066,1.0986,Human
427579,7773259,1.1846,Human
427580,10997147,1.277,Human
427581,10775908,0,Human
427582,10905793,0,Human
427584,9340879,0,Human
427585,10944086,0.5623,Bot
427586,10997119,0.6931,Human
427590,10997250,1.0656,Human
427594,7107502,0.7778,Human
427595,10330950,1.2753,Human
427598,9581358,1.3737,Human
427600,10995544,0,Bot
427602,10995546,0,Bot
427605,10871939,1.0844,Bot
427608,6749308,0.3595,Human
427612,9148938,0,Human
427613,10995633,0,Bot
427614,10835288,0.8461,Bot
427615,10995635,0,Bot
427616,7082198,0.9813,Human
427618,10997573,1.3113,Human
427620,7747991,1.1151,Human
427621,9989473,0.1985,Human
427629,6563472,0.6577,Human
427632,7064476,0.1788,Human
427649,9022523,0.0732,Bot
427651,10997980,1.1531,Bot
427653,8665677,0.6616,Human
427657,10997441,0,Bot
427658,10997467,0,Bot
427659,10543011,0,Human
427660,10997442,0,Bot
427661,10997464,0,Bot
427662,10997449,0,Bot
427663,10997460,0,Bot
427664,10997451,0,Bot
427666,10997453,0,Bot
427667,10838614,0.5402,Bot
427668,10977109,0.3768,Bot
427670,10838619,0.5004,Bot
427672,10994525,0.7595,Bot
427674,10994724,0.8802,Bot
427676,6460707,0.8718,Human
427677,10994753,0.6129,Bot
427679,10994577,0.8428,Bot
427685,6816186,0,Human
427692,9873368,0.6155,Human
427695,8957134,0.6365,Human
427699,7664452,1.0062,Human
427706,6575179,0.5745,Human
427707,10195624,1.5668,Human
427709,10679972,0.5643,Human
427711,7146142,0,Human
427712,10843448,0.6931,Human
427714,6450118,1.5772,Human
427715,10998080,0.6365,Bot
427719,8949099,0.1192,Human
427722,10911856,0.8025,Human
427729,10830832,0,Human
427730,7627631,0.6931,Human
427735,10797469,0,Bot
427736,10905793,0,Human
427737,7360121,0.3488,Human
427743,9213129,0.6365,Human
427748,9867352,1.0776,Human
427751,6684409,0.9483,Human
427753,10977289,0.8562,Human
427755,8578231,1.0906,Human
427762,10764835,0.7387,Human
427763,9781741,1.1859,Human
427770,10968951,0.7195,Human
427774,7704346,1.3365,Human
427780,0,1.3072,Human
427781,10940687,0.5004,Human
427786,7813429,0.4101,Human
427789,3721047,0.9557,Bot
427790,6468061,0.8722,Human
427792,4639381,1.4967,Human
427794,10231432,0.4687,Human
427797,2691747,0.5623,Human
427808,3302305,0.5623,Human
427813,9019289,1.1472,Human
427814,7508923,1.2566,Human
427821,10980529,1.0932,Human
427822,10754640,1.3083,Human
427823,9761833,0.9909,Human
427827,7476863,1.1118,Human
427828,5505640,0.3488,Human
427829,7934899,0.7834,Human
427834,7653421,0.5004,Human
427837,9877657,0.7837,Human
427838,10270093,0.6365,Human
427841,6677399,1.3715,Bot
427847,7900465,1.0053,Human
427848,8138227,0.8511,Human
427852,9160963,1.6354,Human
427860,10083960,1.2846,Human
427861,9971298,0,Human
427866,9670142,0.9596,Human
427870,7623317,0.4634,Human
427871,9796297,0.8029,Human
427876,10497340,0.814,Human
427888,10986848,0.8605,Human
427889,7893093,0.9593,Human
427893,10870214,0.5297,Human
427900,8863684,0.2047,Human
427902,9081477,1.2717,Human
427903,6688845,1.2638,Human
427904,10999633,0.6931,Human
427908,6107564,0,Human
427911,10598264,0.8726,Human
427912,7028146,1.2354,Human
427914,2727757,0.5983,Bot
427915,6410031,0,Bot
427918,2136365,0,Human
427920,10999787,1.0549,Human
427926,9443048,1.2525,Human
427929,8785537,0,Human
427934,6431446,1.0337,Human
427936,9691816,1.1515,Human
427940,9936221,0.7348,Human
427943,10702792,1.0782,Human
427946,10684324,0,Human
427947,7218467,0.4374,Human
427948,7750940,1.0519,Human
427949,6755726,0.8971,Human
427955,6224645,0,Human
427960,7200906,1.3297,Human
427962,9697246,1.5549,Human
427963,8725328,0.7999,Human
427967,10947493,0.8435,Human
427968,10880327,0.6777,Human
427972,10859133,0,Bot
427973,8095321,1.2078,Human
427974,4005196,1.2907,Human
427975,7799499,1.3095,Human
427977,11000112,1.207,Human
427978,11000130,1.3437,Human
427979,10949995,0.9323,Human
427980,6369654,1.144,Human
427984,6731413,0.7873,Human
427985,10859305,0,Bot
427987,9527183,0.6429,Human
427991,8664117,1.5858,Human
428001,7968286,1.0928,Human
428004,8435244,0.6955,Human
428006,9529253,0.9291,Human
428009,8132357,1.039,Human
428024,6291326,0.313,Human
428033,6928523,0.1043,Human
428034,10198074,0.2019,Human
428036,11000708,0.8559,Human
428038,10973737,1.088,Human
428043,9369216,0.6599,Human
428044,10541782,1.0395,Bot
428045,10882671,0.6365,Human
428046,9383922,0.3676,Human
428054,8881392,0.1169,Human
428055,7449751,0.6886,Human
428058,10996670,0.6616,Bot
428059,8766386,0.4415,Human
428062,10996674,0.6504,Bot
428067,10963982,0.7312,Bot
428071,9379896,0.6919,Bot
428073,9473720,0.7903,Human
428074,9379886,0.7871,Bot
428075,9379882,0.6853,Bot
428076,9379876,0.6931,Bot
428077,6540268,1.1503,Human
428080,10949262,0.3541,Bot
428081,10999153,0,Bot
428082,10981885,0.6907,Bot
428085,6291326,0.8309,Human
428086,7640174,1.1522,Human
428088,10986048,0.6906,Bot
428089,8524226,1.298,Human
428090,10986051,0.6928,Bot
428092,10985382,0.5004,Human
428099,6735977,0.4506,Human
428105,11001657,1.3201,Human
428107,6902461,0.3488,Human
428108,10816465,0.5297,Human
428109,6666702,0.6931,Human
428111,11001721,1.1156,Human
428115,11001765,0.791,Human
428116,7801656,0.6277,Human
428120,7906455,1.1033,Human
428122,6399638,0.5004,Human
428137,9408619,0,Human
428143,7191479,1.1655,Human
428151,8731550,1.0264,Human
428152,9162781,1.0843,Human
428153,7505534,1.3966,Human
428154,7146142,0.8487,Human
428163,10851459,1.1988,Human
428164,7525782,1.2037,Human
428165,11002417,0.4699,Human
428166,7282588,0,Human
428172,9020465,0.6349,Human
428173,9654846,1.1754,Bot
428175,7417140,1.2547,Human
428180,6589650,1.1815,Human
428184,10865088,0,Human
428190,10998875,0.8029,Human
428197,10581358,0.5297,Human
428200,10811079,0.586,Bot
428201,10006007,0.7864,Human
428206,10138147,0.8455,Human
428207,2515485,0,Human
428213,9150336,0,Bot
428214,11002890,0.8201,Human
428215,9473541,0,Bot
428216,7061820,0,Bot
428220,6977499,0.4506,Bot
428221,8385568,1.0793,Human
428224,8370328,0,Bot
428228,7724009,0.8238,Human
428230,6854563,0.8538,Human
428233,10569959,0.8724,Human
428235,10974970,1.2974,Human
428236,10445708,0.708,Human
428237,8715247,1.2438,Human
428241,9161444,1.2669,Human
428243,6706543,1.0346,Human
428247,11003135,1.4484,Human
428252,9096349,1.092,Human
428254,10618089,1.0549,Human
428255,9522620,0.9604,Human
428256,6641392,0.7778,Human
428262,10697281,1.3405,Bot
428266,6772431,0.947,Human
428268,10982540,0.6931,Human
428275,11001243,0.2103,Bot
428282,11003383,1.2059,Human
428283,10886367,0.8979,Human
428288,11003307,1.2285,Human
428289,10573126,1.2908,Human
428292,6831228,0.891,Human
428293,4252446,0,Human
428297,10760134,0.8953,Human
428299,8391058,0.5819,Human
428301,6634933,0.5004,Human
428302,8963163,0,Human
428303,6295709,1.2313,Human
428304,6359195,0.7851,Human
428305,7205104,1.0195,Human
428308,7511322,0.7957,Human
428309,6325548,0.5212,Human
428311,10812573,0.3768,Human
428314,6656714,0.8247,Human
428320,8510852,1.0397,Human
428322,10994234,1.0001,Human
428330,7480214,1.0609,Human
428332,10769527,0.7761,Human
428337,8472720,1.157,Human
428340,10501927,0.8868,Human
428356,7664452,0.9831,Human
428364,11003991,1.1675,Bot
428377,7377352,0.7858,Human
428378,3536332,1.1785,Human
428379,11004190,0,Human
428380,8327668,0,Human
428381,6790142,1.4144,Human
428386,6658338,0.962,Human
428392,8424741,0.9404,Human
428394,6390025,0.9429,Human
428401,10638876,0.3944,Human
428402,10961504,0.5529,Human
428405,6880446,0.5134,Human
428418,7315618,0,Human
428421,10074266,1.5231,Human
428422,9659473,1.3067,Human
428428,9682831,0.9503,Human
428435,7339659,0,Human
428436,7198269,1.0596,Human
428442,6731409,0,Human
428443,2778249,0.8721,Human
428455,5260926,0,Human
428457,6290481,1.2501,Human
428467,11004632,1.1134,Human
428468,7558608,0.6365,Human
428469,6454641,1.0619,Human
428470,10602848,0,Human
428479,6736080,1.0579,Human
428481,7058151,1.3863,Human
428495,10556987,0.3046,Human
428496,10948168,0.6365,Bot
428504,10999026,0.4683,Bot
428507,10961819,0.687,Human
428509,10961819,0.547,Human
428510,8463957,0.668,Human
428519,10829307,0.6829,Human
428520,10897241,0,Human
428521,11005217,1.3322,Human
428528,8012917,0.9312,Human
428538,6473567,0.5623,Human
428541,8561159,0.9448,Human
428542,6610775,0,Human
428546,10879892,1.0397,Human
428550,11002360,0.8326,Human
428552,7042949,0.5623,Human
428561,8051741,0,Human
428563,11003947,0.6145,Human
428567,8406330,1.0397,Human
428569,10824737,0.8808,Human
428577,10510826,0,Human
428578,11004534,0.4637,Human
428581,10972686,0,Bot
428583,10844752,1.2045,Human
428585,10844752,0.9037,Human
428589,8972413,0.6931,Human
428590,7231067,0.974,Human
